item_id,marketplace,country,main_image_id,domain_name,bullet_point,item_keywords,material,brand,color,item_name,model_name,model_number,product_type
B0854FR3JK,Amazon,IN,61N9q+AVzAL,amazon.in,"Snug fit for Mi Redmi Note 7 / Note 7S / Note 7 Pro, with perfect cut-outs for volume buttons, audio and charging ports Compatible with Mi Redmi Note 7 / Note 7S / Note 7 Pro Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface. None",Back Cover Designer Babby Kitty Mobile Cover Designer Case Flexible Case Mi Redmi Note 7 Note 7 Pro Case Note 7S Printed Cover Silicone Case Soft TPU cases and covers mobile Cover,Silicone,Amazon Brand - Solimo,Multicolor,Amazon Brand - Solimo Designer Babby Kitty UV Printed Soft Back Case Mobile Cover for Mi Redmi Note 7 / Note 7S / Note 7 Pro,Mi Redmi Note 7 / Note 7S / Note 7 Pro,UV10708-SL40778,CELLULAR_PHONE_CASE
B0854LZF2R,Amazon,IN,71CJHHNC43L,amazon.in,"Snug fit for LG Q60, with perfect cut-outs for volume buttons, audio and charging ports Compatible with LG Q60 Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface.",Back Cover Designer Case Designer Dark Night Park Mobile Cover Flexible Case LG Q60 Case Printed Cover Silicone Case Soft TPU cases and covers fashion case mobile Cover,Silicon,Amazon Brand - Solimo,Multicolor,Amazon Brand - Solimo Designer Dark Night Park UV Printed Soft Back Case Mobile Cover for LG Q60,LG Q60,UV10859-SL11269,CELLULAR_PHONE_CASE
B00JNC6RIU,Amazon,AE,618lR02te+L,amazon.ae,"Classic and versatile stud gemstone earrings, ready for anything the day brings. Stud earrings feature 6mm Blue Topaz center stones. High polished 10k White Gold Four prong basket and butterfly backs. Blue Topaz is December's birthstone. The natural properties and composition of mined gemstones define the unique beauty of each piece. The image may show slight differences to the actual stone in color and texture.",10K;Gold;Round;Checkerboard;Created;or;Genuine;Gemstone;Stud;Earrings Classics gemstone studs Classics birthstone December birthstone gemstone studs Classics birthstone December birthstone gemstone studs Classics birthstone December birthstone gemstone studs Classics birthstone December birthstone gemstone studs Classics birthstone December birthstone gemstone studs Classics birthstone December birthstone gemstone studs Classics birthstone December birthstone gemstone studs Classics birthstone December birthstone gemstone studs Classics birthstone December birthstone gemstone studs Classics birthstone December birthstone gemstone studs Classics birthstone December birthstone gemstone studs Classics birthstone December birthstone gemstone studs Classics birthstone December birthstone gemstone studs Classics birthstone December birthstone,white-gold,Amazon Collection,blue-topaz,10k White Gold Round Checkerboard Cut Blue Topaz Stud Earrings (6mm),,MCE2969W-BT,FINEEARRING
B07RC7N6HY,Amazon,IN,61h+0r-Q7rL,amazon.in,"Snug fit for Apple iPhone 6S / 6, with perfect cutouts for volume buttons, audio & charging ports Stylish design and appearance, express your unique personality High Resolution UV light-ion 3D Embossed Printing for extraordinary quality and clarity. Printed using high end advanced Japanese machines. Your get our quality promise and design excellence Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface. Protects phone from scratches, fingerprints and sweat Easy to put & take off None",Apple iPhone 6S / 6 Mobile back case cover transparent slim designer printed stylish new girls boys,,Amazon Brand - Solimo,multi-colored,Amazon Brand - Solimo Designer Beach Printed Hard Back Case Mobile Cover for Apple iPhone 6S / 6 (D1221),Apple iPhone 6S / 6,1101507,CELLULAR_PHONE_CASE
B07GDXCPGD,Amazon,SG,61NqXjGQrrL,amazon.sg,Oil-rubbed bronze finish Durable steel construction Pack includes 18 total hinges Mounting hardware included Detailed installation instructions included Backed by an AmazonBasics 1-year limited warranty,set handle black handles hinge chrome doors brushed home bathroom knobs accessories knob brush white self pulls antique nickel satin improvement interior closing store Global Store,Steel,AmazonBasics,Oil-Rubbed Bronze,"AmazonBasics Rounded 3.5 Inch x 3.5 Inch Door Hinges, 18 Pack, Oil Rubbed Bronze",Rounded,AB-DH548-OR,HARDWARE_HINGE
B081HNQJBS,Amazon,IN,61qFbxPfMxL,amazon.in,"Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports Compatible with OnePlus 7T Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface.No warranty",mobile cover back cover mobile case phone case mobile panel phone panel Redmi mobile case Redmi phone cover Redmi back case mobile cover back cover mobile case phone case mobile panel phone panel oneplus mobile case oneplus phone cover oneplus back case mobile cover back cover mobile case phone case mobile panel phone panel oneplus mobile case oneplus phone cover oneplus back case mobile cover back cover mobile case phone case mobile panel phone panel oneplus mobile case oneplus phone cover oneplus back case mobile cover back cover mobile case phone case mobile panel phone panel oneplus mobile case oneplus phone cover oneplus back case mobile cover back cover mobile case phone case mobile panel phone panel oneplus mobile case oneplus phone cover oneplus back case mobile cover back cover mobile case phone case mobile panel phone panel oneplus mobile case oneplus phone cover oneplus back case mobile cover back cover mobile case phone case mobile panel phone panel oneplus mobile case oneplus phone cover oneplus back case mobile cover back cover mobile case phone case mobile panel phone panel oneplus mobile case oneplus phone cover oneplus back case mobile cover back cover mobile case phone case mobile panel phone panel oneplus mobile case oneplus phone cover oneplus back case mobile cover back cover mobile case phone case mobile panel phone panel oneplus mobile case oneplus phone cover oneplus back case mobile cover back cover mobile case phone case mobile panel phone panel oneplus mobile case oneplus phone cover oneplus back case mobile cover back cover mobile case phone case mobile panel phone panel oneplus mobile case oneplus phone cover oneplus back case mobile cover back cover mobile case phone case mobile panel phone panel oneplus mobile case oneplus phone cover oneplus back case mobile cover back cover mobile case phone case mobile panel phone panel oneplus mobile case oneplus phone cover oneplus back case,Plastic,Amazon Brand - Solimo,multi-colored,Amazon Brand - Solimo Designer Black Pattern Alphabet-D 3D Printed Hard Back Case Mobile Cover for OnePlus 7T,OnePlus 7T,SOLOP7T3DM299,CELLULAR_PHONE_CASE
B07TRWHY3Z,Amazon,IN,7172jpVpUJL,amazon.in,"3D Printed Hard Back Case Mobile Cover for Apple iPhone XR (Logo Cut) Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface. Slim Hard Back Cover No Warranty",mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case mobile cover back cover mobile case phone case mobile panel phone panel iphone mobile case iphone phone cover iphone back case,,Amazon Brand - Solimo,Others,Amazon Brand - Solimo Designer Sun 3D Printed Hard Back Case Mobile Cover for Apple iPhone XR (Logo Cut),Apple iPhone XR (Logo Cut),gz8642-SL40436,CELLULAR_PHONE_CASE
B08BL5YYBB,Amazon,JP,81vgpvAdW+L,amazon.co.jp,,,,,,,,FT06-RB/DG/G,HOME
B00AZ7RC2W,Amazon,SE,61431PkUl3L,amazon.se,,,,,,,,Vashon Dining Table,TABLE
B0853X3RJK,Amazon,IN,71hQQcQxH3L,amazon.in,"Snug fit for Realme C3, with perfect cut-outs for volume buttons, audio and charging ports Compatible with Realme C3 Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface.",cellphonecover backcase mobileguard mobilecover cellphonecase phonecover case protectivecase cover backcover phoneguard mobilecase protectivecover phonecase Back Cover Designer Case Designer Horizontal Arrow texture Mobile Cover Hard Case Printed Cover Realme C3 Case cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Case Designer Horizontal Arrow texture Mobile Cover Hard Case Printed Cover Realme C3 Case cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Case Designer Horizontal Arrow texture Mobile Cover Hard Case Printed Cover Realme C3 Case cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Case Designer Horizontal Arrow texture Mobile Cover Hard Case Printed Cover Realme C3 Case cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Case Designer Horizontal Arrow texture Mobile Cover Hard Case Printed Cover Realme C3 Case cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Case Designer Horizontal Arrow texture Mobile Cover Hard Case Printed Cover Realme C3 Case cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Case Designer Horizontal Arrow texture Mobile Cover Hard Case Printed Cover Realme C3 Case cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Case Designer Horizontal Arrow texture Mobile Cover Hard Case Printed Cover Realme C3 Case cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Case Designer Horizontal Arrow texture Mobile Cover Hard Case Printed Cover Realme C3 Case cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Case Designer Horizontal Arrow texture Mobile Cover Hard Case Printed Cover Realme C3 Case cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Case Designer Horizontal Arrow texture Mobile Cover Hard Case Printed Cover Realme C3 Case cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Case Designer Horizontal Arrow texture Mobile Cover Hard Case Printed Cover Realme C3 Case cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Case Designer Horizontal Arrow texture Mobile Cover Hard Case Printed Cover Realme C3 Case cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Case Designer Horizontal Arrow texture Mobile Cover Hard Case Printed Cover Realme C3 Case cases and covers fashion case mobile cover polycarbonate cover,Plastic,Amazon Brand - Solimo,Multicolor,Amazon Brand - Solimo Designer Horizontal Arrow Texture 3D Printed Hard Back Case Mobile Cover for Realme C3,Realme C3,gz8756-SL40692,CELLULAR_PHONE_CASE
